연도,도시,인구소멸지수
2018,부산광역시,0.7665842146711698
2018,대구광역시,0.874221131703818
2018,인천광역시,1.159376355880386
2018,광주광역시,1.0823876258124674
2018,대전광역시,1.1125207713835927
2018,울산광역시,1.2405988872537306
2018,세종특별자치시,1.5941274956343277
2018,수원시,1.6073297734441707
2018,성남시,1.2028724847339658
2018,의정부시,1.0025634911172052
2018,안양시,1.2556997006217856
2018,부천시,1.3021252307134246
2018,광명시,1.1653752837129217
2018,평택시,1.146851826884185
2018,동두천시,0.64153750037188
2018,안산시,1.5153801174406827
2018,고양시,1.1682576438756616
2018,과천시,0.9849395556155872
2018,구리시,1.2344022422811238
2018,남양주시,1.0198306742429242
2018,오산시,1.8101262264203986
2018,시흥시,1.6336189367699232
2018,군포시,1.2709251820645961
2018,의왕시,1.1108003909643789
2018,하남시,1.227428734017392
2018,용인시,1.1322984138371128
2018,파주시,1.0443088113499694
2018,이천시,1.014903129657228
2018,안성시,0.7480689558317534
2018,김포시,1.214275667312249
2018,화성시,1.7413470145542551
2018,광주시,1.1839288350804666
2018,양주시,0.8365318539128103
2018,포천시,0.6015736626803155
2018,여주시,0.5519643485399319
2018,연천군,0.40121815633006236
2018,가평군,0.39655292722071034
2018,양평군,0.41138521385791593
2018,춘천시,0.788462842036288
2018,원주시,0.9384076168846767
2018,강릉시,0.560749878387986
2018,동해시,0.5681661765625977
2018,태백시,0.4468496535424612
2018,속초시,0.6324451989076685
2018,삼척시,0.4495215390218867
2018,홍천군,0.37711626163553447
2018,횡성군,0.30474384865845117
2018,영월군,0.28972821356030565
2018,평창군,0.32131210435449836
2018,정선군,0.32442957437472575
2018,철원군,0.4843682388576374
2018,화천군,0.5171022096660276
2018,양구군,0.5619931836878599
2018,인제군,0.56225036117957
2018,고성군,0.2893469553085197
2018,양양군,0.27893134934054786
2018,청주시,1.1588120610811694
2018,충주시,0.5965830362547925
2018,제천시,0.5351413956181835
2018,보은군,0.22543021032504781
2018,옥천군,0.3019864674168687
2018,영동군,0.29040368271954675
2018,진천군,0.7034454130344542
2018,괴산군,0.22699412258606214
2018,음성군,0.5330025093749119
2018,단양군,0.2664632285627098
2018,증평군,0.7733298217891318
2018,천안시,1.5484488233857179
2018,공주시,0.4200583136957303
2018,보령시,0.3880555966912776
2018,아산시,1.1264168448227179
2018,서산시,0.6457404465399136
2018,논산시,0.3936832895888014
2018,계룡시,1.1743451824134705
2018,당진시,0.6545377915144703
2018,금산군,0.2712646753854902
2018,부여군,0.23535384542728283
2018,서천군,0.20973300086851765
2018,청양군,0.22542770882254276
2018,홍성군,0.47082430737658193
2018,예산군,0.27928821856188396
2018,태안군,0.2815121287689866
2018,전주시,0.9862769880104821
2018,군산시,0.6835948421441113
2018,익산시,0.6750670612806478
2018,정읍시,0.3533761603896792
2018,남원시,0.3402440748244829
2018,김제시,0.2821297796986614
2018,완주군,0.5110072182691566
2018,진안군,0.2345627102354637
2018,무주군,0.2336545975514457
2018,장수군,0.2421946256928366
2018,임실군,0.239100077579519
2018,순창군,0.26223473365093114
2018,고창군,0.2483353678836977
2018,부안군,0.2598399033378644
2018,목포시,0.8239182603830808
2018,여수시,0.6430800821355236
2018,순천시,0.8491241738081475
2018,나주시,0.5394340012394133
2018,광양시,1.0641644125930676
2018,담양군,0.30413678985107556
2018,곡성군,0.22502502502502503
2018,구례군,0.2464609370372564
2018,고흥군,0.1612541773147238
2018,보성군,0.19804673417887458
2018,화순군,0.3848101265822785
2018,장흥군,0.24298619125313384
2018,강진군,0.24553323952070275
2018,해남군,0.2717416378316032
2018,영암군,0.34865339578454335
2018,무안군,0.5316998934713133
2018,함평군,0.21188607706551452
2018,영광군,0.3190896579503877
2018,장성군,0.3173265386123089
2018,완도군,0.2513464418878868
2018,진도군,0.22389244431214964
2018,신안군,0.1923823910228744
2018,포항시,0.7730827633470847
2018,경주시,0.4964034394245503
2018,김천시,0.4953428158310636
2018,안동시,0.4561311366651924
2018,구미시,1.7863366163529344
2018,영주시,0.3528784854767764
2018,영천시,0.3366444440199431
2018,상주시,0.2729433144614524
2018,문경시,0.2935998394944074
2018,경산시,0.8395068064305051
2018,군위군,0.1649716244310839
2018,의성군,0.1529034644310196
2018,청송군,0.1843137254901961
2018,영양군,0.18778869572520365
2018,영덕군,0.19657077538578777
2018,청도군,0.19374643540108027
2018,고령군,0.27795458223205133
2018,성주군,0.27041271071497774
2018,칠곡군,0.9241947426878934
2018,예천군,0.2649276478326435
2018,봉화군,0.19498645608557919
2018,울진군,0.32517455391776573
2018,울릉군,0.3754832840573118
2018,진주시,0.8009298393913779
2018,통영시,0.6324437161904334
2018,사천시,0.506572431799766
2018,김해시,1.2988605388119938
2018,밀양시,0.33839201026613847
2018,거제시,1.4318622696411252
2018,양산시,1.1328165955216056
2018,의령군,0.20676338586786347
2018,함안군,0.4303658074950962
2018,창녕군,0.28659154929577463
2018,남해군,0.17689850396938356
2018,하동군,0.23305156669043012
2018,산청군,0.2039763432741915
2018,함양군,0.230603189830915
2018,거창군,0.3337185333250047
2018,합천군,0.1701150778467787
2018,제주시,0.9866705466773367
2018,서귀포시,0.6266956135902637
