연도,도시,인구소멸지수
2022,부산광역시,0.5614975997510052
2022,대구광역시,0.6450006942336249
2022,인천광역시,0.8420636980294597
2022,광주광역시,0.845230539996137
2022,대전광역시,0.8291138820793609
2022,울산광역시,0.7846906001297407
2022,세종특별자치시,1.2919050140103043
2022,수원시,1.2005960246281875
2022,성남시,0.8951384681184731
2022,의정부시,0.8047847782493122
2022,안양시,0.8972538694357637
2022,부천시,0.8697168742921857
2022,광명시,0.8285087368433083
2022,평택시,1.026986759621061
2022,동두천시,0.4726546906187625
2022,안산시,1.097890096148325
2022,고양시,0.8961950134984914
2022,과천시,0.9625447016751365
2022,구리시,0.8607087337478802
2022,남양주시,0.7716781344361593
2022,오산시,1.250159383033419
2022,시흥시,1.2624202608778445
2022,군포시,0.8829651872964169
2022,의왕시,0.8823809523809524
2022,하남시,1.0508525974480394
2022,용인시,0.8773893582352287
2022,파주시,0.8439356880546411
2022,이천시,0.8037318181145588
2022,안성시,0.5716875318642723
2022,김포시,0.9596426466482613
2022,화성시,1.4158499118021564
2022,광주시,0.8222875748345762
2022,양주시,0.655682749372998
2022,포천시,0.43192989619485844
2022,여주시,0.3966083770819957
2022,연천군,0.2889388639013826
2022,가평군,0.28617131657827993
2022,양평군,0.2917792299913974
2022,춘천시,0.6270944050782403
2022,원주시,0.7325239900283441
2022,강릉시,0.4277996833183272
2022,동해시,0.39486492750637375
2022,태백시,0.2655967345424185
2022,속초시,0.4674136211650144
2022,삼척시,0.3103086167668164
2022,홍천군,0.25792293952538914
2022,횡성군,0.20088576354846344
2022,영월군,0.20499161073825503
2022,평창군,0.2015987909640471
2022,정선군,0.20773220179160773
2022,철원군,0.35891183782750047
2022,화천군,0.37266385324261475
2022,양구군,0.4036466203283973
2022,인제군,0.4212498232715962
2022,고성군,0.1963403950302644
2022,양양군,0.21429786269062873
2022,청주시,0.8752562379999431
2022,충주시,0.4452515649583236
2022,제천시,0.3796667571928367
2022,보은군,0.1507786285812613
2022,옥천군,0.21479781145839885
2022,영동군,0.18844083421977242
2022,진천군,0.5940333726613855
2022,괴산군,0.14629440885264997
2022,음성군,0.36000188470327704
2022,단양군,0.17204187374431637
2022,증평군,0.5368045649072754
2022,천안시,1.1629870836078893
2022,공주시,0.31121839796501066
2022,보령시,0.27814472332305884
2022,아산시,0.8554920259376095
2022,서산시,0.48517176402377155
2022,논산시,0.28851836874358416
2022,계룡시,0.7787688002798181
2022,당진시,0.46601795277966357
2022,금산군,0.18181818181818182
2022,부여군,0.16564089413172628
2022,서천군,0.14550230485951945
2022,청양군,0.16269980678025645
2022,홍성군,0.35321773723654337
2022,예산군,0.2070224061206964
2022,태안군,0.18847184986595175
2022,전주시,0.783167618375771
2022,군산시,0.48445450986970867
2022,익산시,0.4811354439419186
2022,정읍시,0.2665056882637021
2022,남원시,0.2555572163737695
2022,김제시,0.22044469046960052
2022,완주군,0.3613201056439621
2022,진안군,0.16153551703395855
2022,무주군,0.17223432582909706
2022,장수군,0.1650273224043716
2022,임실군,0.15395584402812607
2022,순창군,0.17318874744617319
2022,고창군,0.16919106337495765
2022,부안군,0.1851380762599282
2022,목포시,0.5778770837517574
2022,여수시,0.4759352705759527
2022,순천시,0.6794701140490059
2022,나주시,0.4595143944713404
2022,광양시,0.756199015552423
2022,담양군,0.23340297903888926
2022,곡성군,0.1646887159533074
2022,구례군,0.16279973357015987
2022,고흥군,0.11536579858497667
2022,보성군,0.13460744785548748
2022,화순군,0.3019014246323529
2022,장흥군,0.17874303286565443
2022,강진군,0.17990481660786084
2022,해남군,0.18822855380004846
2022,영암군,0.2644944734522276
2022,무안군,0.5329300151244328
2022,함평군,0.14660080375083723
2022,영광군,0.26795334981301894
2022,장성군,0.22345633905736206
2022,완도군,0.18155610851489956
2022,진도군,0.18221372220894094
2022,신안군,0.12791258789466428
2022,포항시,0.5110168253173013
2022,경주시,0.36232685152337657
2022,김천시,0.37391902371929003
2022,안동시,0.3473605363655341
2022,구미시,1.1798331221678138
2022,영주시,0.25777367962706826
2022,영천시,0.26095981811891467
2022,상주시,0.20050181032839992
2022,문경시,0.2277454335362873
2022,경산시,0.6441423306803753
2022,군위군,0.1073995343658265
2022,의성군,0.11122481466321008
2022,청송군,0.12666804592945072
2022,영양군,0.13692586464980697
2022,영덕군,0.13506512196877024
2022,청도군,0.1303420087756206
2022,고령군,0.17864934309400302
2022,성주군,0.17594108019639934
2022,칠곡군,0.5506708316263826
2022,예천군,0.24722230197238093
2022,봉화군,0.12081274025260846
2022,울진군,0.24366595895258317
2022,울릉군,0.25863852679495136
2022,진주시,0.6192458296192538
2022,통영시,0.3761012601762016
2022,사천시,0.3456935946092479
2022,김해시,0.8948503878832657
2022,밀양시,0.2307680156699207
2022,거제시,0.8111454075248186
2022,양산시,0.7436682645320426
2022,의령군,0.14226207978045674
2022,함안군,0.25230018519062875
2022,창녕군,0.18643085682614063
2022,남해군,0.13217522658610273
2022,하동군,0.1415242523247047
2022,산청군,0.13284008112371368
2022,함양군,0.1693868548742832
2022,거창군,0.25173938762288384
2022,합천군,0.11940425773811215
2022,제주시,0.7858148269214091
2022,서귀포시,0.4810571157672636
