연도,도시,인구소멸지수
2020,부산광역시,0.6585264053361074
2020,대구광역시,0.7594862692678196
2020,인천광역시,0.9952392229963737
2020,광주광역시,0.9657995334240984
2020,대전광역시,0.9595296947353116
2020,울산광역시,1.0037312887381593
2020,세종특별자치시,1.495648107643341
2020,수원시,1.3878541900349186
2020,성남시,1.0383185125303154
2020,의정부시,0.905282496084809
2020,안양시,1.0493161466711773
2020,부천시,1.0744877207978547
2020,광명시,0.9830868886512532
2020,평택시,1.0887123283278146
2020,동두천시,0.5481076649815548
2020,안산시,1.291003779555243
2020,고양시,1.0402974680575452
2020,과천시,0.9590238023501054
2020,구리시,1.0387755899359274
2020,남양주시,0.8969590716507002
2020,오산시,1.5457279954164578
2020,시흥시,1.5076102019079904
2020,군포시,1.066476157487588
2020,의왕시,1.0219436473963968
2020,하남시,1.154039144131944
2020,용인시,1.014111970026642
2020,파주시,0.9350743855109961
2020,이천시,0.9048408432544666
2020,안성시,0.6484736942311353
2020,김포시,1.11894172549521
2020,화성시,1.640241033872039
2020,광주시,1.0138076050589906
2020,양주시,0.7461728967225223
2020,포천시,0.5008185635988327
2020,여주시,0.4676449975577123
2020,연천군,0.3455393110940117
2020,가평군,0.339608770696158
2020,양평군,0.3461498920530482
2020,춘천시,0.7042252071432248
2020,원주시,0.845885593717032
2020,강릉시,0.4975302022610342
2020,동해시,0.46992203061863297
2020,태백시,0.3470048838831855
2020,속초시,0.5386314193420793
2020,삼척시,0.38043545878693624
2020,홍천군,0.3150180010286302
2020,횡성군,0.25465815034581807
2020,영월군,0.24528301886792453
2020,평창군,0.2567265066058026
2020,정선군,0.2684002667076986
2020,철원군,0.4260675750975128
2020,화천군,0.44086618545252637
2020,양구군,0.48403379787117307
2020,인제군,0.48511786649734107
2020,고성군,0.23521270706468508
2020,양양군,0.2552125224277671
2020,청주시,1.0170190134290653
2020,충주시,0.5248795158447449
2020,제천시,0.46086310050624846
2020,보은군,0.18653960147736082
2020,옥천군,0.26093755311554545
2020,영동군,0.24904800761593907
2020,진천군,0.6781548649258785
2020,괴산군,0.20131806056802135
2020,음성군,0.43868990415833353
2020,단양군,0.22066049594332077
2020,증평군,0.653728949478749
2020,천안시,1.379173556116381
2020,공주시,0.36366181410974247
2020,보령시,0.3330900195308647
2020,아산시,0.9652976329255274
2020,서산시,0.5703742417763419
2020,논산시,0.3401997090331967
2020,계룡시,0.9288187372708757
2020,당진시,0.5583262056714258
2020,금산군,0.22973489676268163
2020,부여군,0.19943598420755781
2020,서천군,0.17506738544474393
2020,청양군,0.19459036033545296
2020,홍성군,0.40979210023815144
2020,예산군,0.24321170316960844
2020,태안군,0.23691255599438069
2020,전주시,0.8860109886646567
2020,군산시,0.5841697852053109
2020,익산시,0.5646544986437405
2020,정읍시,0.30822847064409997
2020,남원시,0.2963993894226452
2020,김제시,0.24902451808281403
2020,완주군,0.41932536724929675
2020,진안군,0.20080413555427915
2020,무주군,0.20309453424743695
2020,장수군,0.208085451595457
2020,임실군,0.19422412039861706
2020,순창군,0.22028084467788617
2020,고창군,0.20198657572805023
2020,부안군,0.2226846424384525
2020,목포시,0.7008917580764286
2020,여수시,0.5561136651720681
2020,순천시,0.7710443570376043
2020,나주시,0.5061052465731842
2020,광양시,0.8981441409332757
2020,담양군,0.2699552206979885
2020,곡성군,0.1939832482529613
2020,구례군,0.2062929061784897
2020,고흥군,0.13668066741166043
2020,보성군,0.16644985039677376
2020,화순군,0.3336886993603412
2020,장흥군,0.2166025288620121
2020,강진군,0.21251788871117097
2020,해남군,0.22985258265168948
2020,영암군,0.3143334043611052
2020,무안군,0.5082696642369954
2020,함평군,0.17774697908094764
2020,영광군,0.3026424035012669
2020,장성군,0.27479401891974364
2020,완도군,0.216556932006116
2020,진도군,0.21335834526336575
2020,신안군,0.15794893647242642
2020,포항시,0.6307913942031219
2020,경주시,0.4317676399355356
2020,김천시,0.4356676239467289
2020,안동시,0.39743857541972377
2020,구미시,1.4794394342438202
2020,영주시,0.29634403136799303
2020,영천시,0.3057467984161524
2020,상주시,0.2394072044376128
2020,문경시,0.26179116523060125
2020,경산시,0.739660158654572
2020,군위군,0.13431467701930336
2020,의성군,0.13588065082301598
2020,청송군,0.15662585034013604
2020,영양군,0.16009470160829456
2020,영덕군,0.16917321084605128
2020,청도군,0.16213375796178345
2020,고령군,0.22654967159277503
2020,성주군,0.22220183486238532
2020,칠곡군,0.7087307202490448
2020,예천군,0.275297393831159
2020,봉화군,0.16059170025244696
2020,울진군,0.2878003352579624
2020,울릉군,0.3104125736738703
2020,진주시,0.7147871912040198
2020,통영시,0.5031140161558858
2020,사천시,0.42139261744966444
2020,김해시,1.1188970445059643
2020,밀양시,0.2853833921039895
2020,거제시,1.1209167493531003
2020,양산시,0.9430284047953342
2020,의령군,0.1817112463560579
2020,함안군,0.34010379957711284
2020,창녕군,0.24380620050999866
2020,남해군,0.15705028350676054
2020,하동군,0.18339020868880432
2020,산청군,0.16860604128476928
2020,함양군,0.2047764424005874
2020,거창군,0.29773617632106225
2020,합천군,0.14823652659760214
2020,제주시,0.8997420947229181
2020,서귀포시,0.5549016163035839
