연도,도시,인구소멸지수
2023,부산광역시,0.5196125178290926
2023,대구광역시,0.5868380254840755
2023,인천광역시,0.7793189453855915
2023,광주광역시,0.7809110533890273
2023,대전광역시,0.7745193751089109
2023,울산광역시,0.6959736573448445
2023,세종특별자치시,1.1920029080334424
2023,수원시,1.1245850464945917
2023,성남시,0.8297208177621456
2023,의정부시,0.7481851921746241
2023,안양시,0.8246807481178972
2023,부천시,0.7811133431198332
2023,광명시,0.7570184353451573
2023,평택시,0.976858284415075
2023,동두천시,0.4259588580217245
2023,안산시,0.9841301978812474
2023,고양시,0.8309331193599961
2023,과천시,0.9375908390222418
2023,구리시,0.7817077646901799
2023,남양주시,0.7047322355733571
2023,오산시,1.1184324272404187
2023,시흥시,1.135801386855555
2023,군포시,0.795727096259423
2023,의왕시,0.8074767085294635
2023,하남시,0.9654875737840605
2023,용인시,0.811890064530589
2023,파주시,0.7863965918712955
2023,이천시,0.7354541766343504
2023,안성시,0.5301346052791139
2023,김포시,0.8557253624817762
2023,화성시,1.3157510102312784
2023,광주시,0.7364586890417418
2023,양주시,0.6482072803576316
2023,포천시,0.3901359234801149
2023,여주시,0.36999946446741283
2023,연천군,0.26397132045409283
2023,가평군,0.2670638625006864
2023,양평군,0.2670699475640609
2023,춘천시,0.5919560377920735
2023,원주시,0.6768478191250881
2023,강릉시,0.3952188239019226
2023,동해시,0.3607535861662409
2023,태백시,0.23916171973376507
2023,속초시,0.4283647291243496
2023,삼척시,0.29257555662161017
2023,홍천군,0.23507246376811594
2023,횡성군,0.17975113847732666
2023,영월군,0.18814235621297004
2023,평창군,0.18448112312654144
2023,정선군,0.18329708174732645
2023,철원군,0.329450225619302
2023,화천군,0.34364346886172775
2023,양구군,0.36820205148054963
2023,인제군,0.38436197391421273
2023,고성군,0.18335040686549278
2023,양양군,0.19499592058743542
2023,청주시,0.8097466633475672
2023,충주시,0.41264261289188586
2023,제천시,0.35372287855980783
2023,보은군,0.1385514506366103
2023,옥천군,0.19443684450524396
2023,영동군,0.1692949180173684
2023,진천군,0.5462419401405062
2023,괴산군,0.12864385297845374
2023,음성군,0.33109428706220656
2023,단양군,0.1561500583785979
2023,증평군,0.5072687077108595
2023,천안시,1.0575050258212855
2023,공주시,0.2978517256356286
2023,보령시,0.256267459032436
2023,아산시,0.824133890519199
2023,서산시,0.44416208409709496
2023,논산시,0.26620405442259326
2023,계룡시,0.7367577530250822
2023,당진시,0.4335065950453907
2023,금산군,0.1693392274132501
2023,부여군,0.15161628883291353
2023,서천군,0.1363463633369645
2023,청양군,0.15723675731408687
2023,홍성군,0.3276859342634932
2023,예산군,0.20263098036242322
2023,태안군,0.16891369082510727
2023,전주시,0.7248331358564625
2023,군산시,0.44146684210055226
2023,익산시,0.4472224732764216
2023,정읍시,0.2500198051176424
2023,남원시,0.23662396382818388
2023,김제시,0.21667840439171498
2023,완주군,0.3663084568661598
2023,진안군,0.15068273092369477
2023,무주군,0.16035674207075779
2023,장수군,0.14925655241935484
2023,임실군,0.14682905526711632
2023,순창군,0.16984536082474228
2023,고창군,0.15731283832090695
2023,부안군,0.17027401051757543
2023,목포시,0.531973738005339
2023,여수시,0.4401893502980514
2023,순천시,0.6281676116157613
2023,나주시,0.4399166307316372
2023,광양시,0.7011494252873564
2023,담양군,0.21730408760564307
2023,곡성군,0.15646356033452807
2023,구례군,0.1499562650338946
2023,고흥군,0.10988663229025113
2023,보성군,0.12433079297096429
2023,화순군,0.2867197318810222
2023,장흥군,0.16641952777460933
2023,강진군,0.16875353421116407
2023,해남군,0.17259312227783918
2023,영암군,0.2491637134435134
2023,무안군,0.5006820187755757
2023,함평군,0.13891625615763548
2023,영광군,0.2599968977819141
2023,장성군,0.20922758275899012
2023,완도군,0.1671774532780482
2023,진도군,0.17170763931486813
2023,신안군,0.12277375228550146
2023,포항시,0.4573411570460376
2023,경주시,0.3333465673585415
2023,김천시,0.3436108353425046
2023,안동시,0.3252766975770266
2023,구미시,1.0511614955393003
2023,영주시,0.2430419313005021
2023,영천시,0.23785321570131696
2023,상주시,0.18642074642569784
2023,문경시,0.2111272396386247
2023,경산시,0.5964834471679331
2023,의성군,0.10484194569530518
2023,청송군,0.11606828138375548
2023,영양군,0.12434951456310679
2023,영덕군,0.12650367268727156
2023,청도군,0.11921749809930406
2023,고령군,0.16348722756034684
2023,성주군,0.1558582926507455
2023,칠곡군,0.4857633353770693
2023,예천군,0.2347870182555781
2023,봉화군,0.10891171111479211
2023,울진군,0.22679983354140656
2023,울릉군,0.24074074074074073
2023,진주시,0.570871894788115
2023,통영시,0.3307190239911789
2023,사천시,0.31992355112518506
2023,김해시,0.8029736694832696
2023,밀양시,0.2102204803050709
2023,거제시,0.6828427964465045
2023,양산시,0.663406159058333
2023,의령군,0.12930245992393974
2023,함안군,0.22169303169473267
2023,창녕군,0.160159988221726
2023,남해군,0.1219672131147541
2023,하동군,0.12829644183833236
2023,산청군,0.12108017124666105
2023,함양군,0.15326071273986439
2023,거창군,0.23406120715636045
2023,합천군,0.10881748289166127
2023,제주시,0.7256403737367317
2023,서귀포시,0.4413618198585921
